-4.8754,-12.0,59.018,106.0,4484.2,-37.762,2125.6
9.9813,-12.161,64.258,106.04,4492.8,-4.9398,2128.3
9.9003,-12.076,59.837,106.12,4495.4,-4.9679,2129.7
9.8426,-12.052,60.4,106.2,4496.9,-5.0555,2130.7
10.094,-12.047,60.351,106.27,4498.6,-4.4744,2131.8
10.22,-12.047,60.372,106.35,4500.3,-4.1896,2132.9
12.397,-1.2551,34.674,106.42,4522.7,25.848,2139.7
19.245,-0.10332,18.115,106.49,4536.0,44.996,2144.0
20.834,-0.0084402,13.699,106.57,4538.8,49.33,2145.4
20.81,-0.0006905,13.234,106.65,4539.2,49.433,2146.2
20.781,0.0,13.246,106.73,4539.4,49.417,2146.9
0.45304,0.0,28.942,106.74,4549.2,1.0552,2149.8
0.010662,0.0,34.895,106.74,4575.0,0.024638,2157.0
0.00025021,0.0,37.715,106.75,4605.6,0.00057648,2165.5
0.0,-11.003,65.514,106.76,4618.9,-25.065,2169.3
0.0,-12.261,79.43,106.8,4641.0,-27.752,2175.8
0.0,-12.459,82.1,106.85,4669.6,-28.126,2184.1
0.0,-12.558,83.385,106.89,4700.1,-28.319,2193.0
0.0,-12.647,84.515,106.94,4732.1,-28.505,2202.3
0.0,-12.735,85.605,106.99,4765.4,-28.697,2211.9
0.0,-12.826,86.664,107.04,4800.0,-28.896,2221.9
0.0,-12.919,87.693,107.09,4835.8,-29.1,2232.3
0.0,-13.015,88.692,107.14,4872.7,-29.311,2243.0
0.0,-1.3635,64.463,107.19,4931.5,-3.1043,2259.7
0.0,-0.11268,54.026,107.21,4985.7,-0.25817,2275.0
0.0,-11.95,79.899,107.24,5016.9,-27.14,2283.9
0.0,-13.33,93.235,107.29,5055.7,-30.106,2295.1
0.0,-13.573,95.492,107.35,5100.3,-30.582,2307.9
0.0,-1.4251,71.23,107.4,5166.9,-3.2447,2326.9
0.0,-0.1179,60.642,107.43,5228.9,-0.27013,2344.3
0.0,-12.515,86.288,107.47,5267.5,-28.408,2355.4
0.0,-13.975,99.403,107.53,5313.4,-31.536,2368.6
0.0,-14.242,101.47,107.59,5364.8,-32.056,2383.4
0.0,-1.4966,77.091,107.65,5438.0,-3.4059,2404.2
0.0,-0.12386,66.374,107.68,5506.2,-0.28373,2423.4
0.0,-0.010258,66.721,107.72,5571.5,-0.023559,2441.8
0.0,-0.00085086,68.345,107.75,5638.2,-0.001956,2460.7
0.0,-13.411,95.068,107.79,5686.3,-30.456,2474.4
0.0,-15.015,107.98,107.86,5741.9,-33.852,2490.4
0.0,-1.5844,84.799,107.92,5823.1,-3.6072,2513.5
