-4.8842,-8.8099,55.777,64.0,3341.4,-30.782,1459.5
-18.616,-8.6729,44.555,63.907,3323.4,-60.388,1453.7
-18.63,-8.7125,53.944,63.741,3317.7,-60.148,1450.7
-18.078,-0.90762,27.844,63.576,3335.1,-42.11,1454.2
-15.95,-0.074646,11.458,63.409,3343.2,-35.743,1455.1
-15.391,-0.0061073,6.865,63.25,3340.8,-34.451,1453.1
-15.428,-0.00049971,6.2548,63.09,3335.7,-34.56,1450.3
-15.478,0.0,6.1881,62.929,3330.4,-34.684,1447.5
-15.526,0.0,6.1881,62.767,3325.0,-34.796,1444.7
-15.561,0.0,6.2,62.603,3319.7,-34.873,1441.8
-15.582,0.0,6.211,62.438,3314.4,-34.92,1439.0
-15.593,0.0,6.2211,62.273,3309.1,-34.942,1436.2
-15.593,0.0,6.2299,62.107,3303.9,-34.943,1433.3
-15.586,0.0,6.2377,61.94,3298.7,-34.927,1430.5
-15.572,0.0,6.2445,61.773,3293.5,-34.896,1427.7
-15.553,0.0,6.2505,61.606,3288.3,-34.854,1424.8
-15.528,0.0,6.2555,61.438,3283.2,-34.801,1422.0
-15.501,0.0,6.2598,61.27,3278.1,-34.74,1419.2
-15.469,0.0,6.2634,61.101,3273.0,-34.671,1416.4
-15.435,0.0,6.2663,60.933,3267.9,-34.597,1413.6
-15.399,0.0,6.2686,60.764,3262.9,-34.518,1410.8
-15.361,0.0,6.2703,60.595,3257.8,-34.434,1408.0
-15.321,0.0,6.2714,60.426,3252.8,-34.347,1405.2
-15.28,0.0,6.272,60.257,3247.8,-34.257,1402.4
-15.238,0.0,6.2721,60.088,3242.9,-34.165,1399.6
-15.194,0.0,6.2717,59.918,3237.9,-34.07,1396.8
-15.15,0.0,6.2709,59.749,3233.0,-33.973,1394.1
-15.105,0.0,6.2697,59.579,3228.0,-33.875,1391.3
-15.06,0.0,6.268,59.41,3223.1,-33.775,1388.5
-15.014,0.0,6.266,59.24,3218.2,-33.674,1385.7
-14.967,0.0,6.2636,59.071,3213.3,-33.573,1383.0
-14.92,0.0,6.2608,58.901,3208.4,-33.47,1380.2
-14.873,0.0,6.2577,58.731,3203.6,-33.366,1377.4
-14.825,0.0,6.2543,58.562,3198.7,-33.262,1374.7
-14.777,0.0,6.2505,58.392,3193.8,-33.157,1371.9
-14.729,0.0,6.2465,58.222,3189.0,-33.051,1369.2
-14.681,0.0,6.2422,58.053,3184.2,-32.945,1366.4
-14.632,0.0,6.2376,57.883,3179.4,-32.839,1363.7
-14.583,0.0,6.2328,57.713,3174.5,-32.732,1360.9
-14.534,0.0,6.2277,57.543,3169.7,-32.625,1358.2
-14.485,0.0,6.2224,57.373,3165.0,-32.517,1355.4
-14.436,0.0,6.2168,57.204,3160.2,-32.409,1352.7
-14.387,0.0,6.2111,57.034,3155.4,-32.301,1350.0
-14.337,0.0,6.2051,56.864,3150.6,-32.193,1347.2
-14.288,0.0,6.1989,56.694,3145.8,-32.084,1344.5
-14.238,0.0,6.1926,56.524,3141.1,-31.975,1341.8
-14.188,0.0,6.1861,56.354,3136.3,-31.866,1339.0
-14.138,0.0,6.1793,56.184,3131.6,-31.756,1336.3
-14.088,0.0,6.1724,56.014,3126.8,-31.646,1333.6
-14.038,0.0,6.1654,55.845,3122.1,-31.536,1330.8
-13.988,0.0,6.1582,55.675,3117.4,-31.426,1328.1
-13.938,0.0,6.1509,55.505,3112.6,-31.316,1325.4
-13.887,0.0,6.1434,55.335,3107.9,-31.205,1322.7
-13.837,0.0,6.1357,55.165,3103.2,-31.095,1320.0
-13.786,0.0,6.128,54.995,3098.5,-30.984,1317.2
-13.736,0.0,6.1201,54.825,3093.8,-30.873,1314.5
-13.685,0.0,6.1121,54.655,3089.1,-30.762,1311.8
-13.635,0.0,6.104,54.485,3084.4,-30.65,1309.1
-13.584,0.0,6.0958,54.315,3079.7,-30.539,1306.4
-13.533,0.0,6.0875,54.145,3075.0,-30.427,1303.7
-13.482,0.0,6.0791,53.975,3070.3,-30.315,1300.9
-13.431,0.0,6.0706,53.805,3065.6,-30.203,1298.2
-13.38,0.0,6.062,53.635,3060.9,-30.091,1295.5
-13.329,0.0,6.0533,53.465,3056.2,-29.979,1292.8
-13.278,0.0,6.0445,53.295,3051.5,-29.867,1290.1
-13.227,0.0,6.0356,53.125,3046.9,-29.754,1287.4
-13.176,0.0,6.0267,52.956,3042.2,-29.642,1284.7
-13.125,0.0,6.0177,52.786,3037.5,-29.529,1282.0
-13.073,0.0,6.0087,52.616,3032.8,-29.416,1279.3
