-4.9333,-8.8894,55.878,65.0,3368.6,-31.065,1475.3
2.7244,-8.9625,60.499,65.038,3376.1,-14.11,1477.7
2.6824,-8.9345,56.632,65.107,3378.4,-14.198,1478.9
2.6661,-8.9278,57.104,65.171,3379.7,-14.236,1479.8
3.9617,-0.92951,32.036,65.23,3401.8,6.9558,1486.5
8.065,-0.076555,15.538,65.289,3415.2,18.488,1490.7
9.1198,-0.0062654,11.015,65.358,3417.8,21.2,1492.0
9.1492,-0.00051308,10.48,65.429,3418.0,21.323,1492.6
9.1478,0.0,10.477,65.499,3417.9,21.336,1493.2
9.1299,0.0,10.539,65.569,3417.9,21.3,1493.8
9.1173,0.0,-28.815,65.639,3418.0,21.272,1494.4
4.6554,-92.707,43.146,65.737,2392.4,-164.05,1210.3
0.45209,-49.583,81.146,65.804,1084.5,-97.513,847.52
8.4779,5.914,-27.371,65.823,594.24,31.899,711.5
19.644,7.2986,-27.92,65.892,827.34,62.989,776.82
13.685,-0.61439,-14.64,65.98,859.05,30.691,786.36
13.128,0.37713,-16.256,66.049,828.91,31.71,778.56
13.889,1.1505,-17.672,66.119,830.5,35.384,779.59
13.74,0.939,-17.322,66.191,835.57,34.555,781.6
13.644,0.86818,-17.209,66.262,836.27,34.162,782.38
13.645,0.90098,-17.281,66.333,836.97,34.243,783.16
13.641,0.90396,-17.302,66.404,838.1,34.24,784.06
13.634,0.89794,-17.306,66.474,839.08,34.209,784.92
13.634,0.89665,-17.318,66.544,839.92,34.205,785.74
13.638,0.89585,-17.331,66.614,840.71,34.213,786.54
13.645,0.89438,-17.342,66.684,841.42,34.226,787.32
13.654,0.8929,-17.353,66.754,842.07,34.245,788.07
13.666,0.89148,-17.364,66.824,842.64,34.27,788.81
13.679,0.89004,-17.375,66.894,843.14,34.299,789.53
13.694,0.88857,-17.386,66.964,843.58,34.33,790.24
13.71,0.88708,-17.396,67.034,843.96,34.365,790.92
13.727,0.88558,-17.406,67.103,844.28,34.402,791.59
13.744,0.88407,-17.416,67.173,844.54,34.44,792.24
13.762,0.88255,-17.426,67.243,844.74,34.481,792.87
13.781,0.88102,-17.436,67.313,844.89,34.522,793.49
13.8,0.87947,-17.445,67.383,844.98,34.564,794.1
13.819,0.87792,-17.454,67.452,845.02,34.607,794.69
13.839,0.87635,-17.463,67.522,845.02,34.65,795.27
13.858,0.87478,-17.472,67.592,844.96,34.694,795.83
13.878,0.8732,-17.481,67.662,844.86,34.738,796.38
13.898,0.87161,-17.489,67.731,844.71,34.782,796.92
13.918,0.87001,-17.497,67.801,844.52,34.826,797.45
13.938,0.86841,-17.506,67.871,844.28,34.871,797.96
13.958,0.8668,-17.514,67.941,844.0,34.915,798.46
13.978,0.86518,-17.522,68.011,843.69,34.96,798.96
13.998,0.86356,-17.529,68.08,843.33,35.004,799.44
14.018,0.86193,-17.537,68.15,842.94,35.049,799.91
14.038,0.86029,-17.544,68.22,842.51,35.093,800.37
14.058,0.85865,-17.552,68.29,842.05,35.138,800.82
14.078,0.85701,-17.559,68.36,841.56,35.182,801.26
14.098,0.85536,-17.566,68.43,841.03,35.226,801.69
14.118,0.8537,-17.573,68.5,840.46,35.27,802.12
14.138,0.85204,-17.58,68.569,839.87,35.314,802.53
14.158,0.85038,-17.587,68.639,839.25,35.358,802.94
14.178,0.84871,-17.593,68.709,838.6,35.402,803.34
14.197,0.84704,-17.6,68.779,837.92,35.446,803.73
14.217,0.84537,-17.606,68.849,837.22,35.489,804.12
14.237,0.84369,-17.613,68.919,836.48,35.533,804.49
14.256,0.84201,-17.619,68.989,835.73,35.576,804.86
14.276,0.84032,-17.625,69.059,834.95,35.62,805.23
14.296,0.83863,-17.631,69.129,834.14,35.663,805.58
14.315,0.83694,-17.637,69.199,833.31,35.706,805.94
14.335,0.83525,-17.643,69.269,832.46,35.75,806.28
14.354,0.83355,-17.649,69.339,831.59,35.793,806.62
14.374,0.83185,-17.654,69.408,830.69,35.836,806.95
14.393,0.83015,-17.66,69.478,829.78,35.879,807.28
14.413,0.82845,-17.666,69.548,828.85,35.922,807.6
14.432,0.82674,-17.671,69.618,827.89,35.965,807.91
14.452,0.82503,-17.677,69.688,826.92,36.008,808.22
14.471,0.82332,-17.682,69.758,825.93,36.051,808.53
14.491,0.82161,-17.687,69.828,824.92,36.094,808.83
14.51,0.8199,-17.693,69.898,823.9,36.136,809.13
14.53,0.81818,-17.698,69.968,822.86,36.179,809.42
14.549,0.81646,-17.703,70.038,821.81,36.222,809.71
14.568,0.81474,-17.708,70.108,820.73,36.265,809.99
14.588,0.81302,-17.713,70.178,819.65,36.308,810.27
14.607,0.8113,-17.718,70.248,818.55,36.35,810.54
14.627,0.80957,-17.723,70.318,817.43,36.393,810.82
14.646,0.80785,-17.728,70.388,816.31,36.436,811.08
14.665,0.80612,-17.733,70.458,815.16,36.478,811.35
14.685,0.80439,-17.737,70.528,814.01,36.521,811.61
14.704,0.80267,-17.742,70.598,812.84,36.564,811.87
14.723,0.80094,-17.747,70.668,811.67,36.606,812.12
14.743,0.79921,-17.751,70.738,810.48,36.649,812.37
14.762,0.79747,-17.756,70.808,809.28,36.692,812.62
14.781,0.79574,-17.76,70.878,808.06,36.735,812.86
14.801,0.79401,-17.765,70.948,806.84,36.777,813.1
14.82,0.79227,-17.769,71.018,805.61,36.82,813.34
14.84,0.79054,-17.774,71.088,804.37,36.863,813.58
14.859,0.7888,-17.778,71.158,803.11,36.905,813.81
14.878,0.78706,-17.783,71.228,801.85,36.948,814.04
14.898,0.78533,-17.787,71.298,800.58,36.991,814.27
14.917,0.78359,-17.791,71.368,799.3,37.034,814.49
14.937,0.78185,-17.795,71.438,798.02,37.077,814.72
14.956,0.78011,-17.8,71.508,796.72,37.119,814.94
14.975,0.77837,-17.804,71.578,795.42,37.162,815.16
14.995,0.77663,-17.808,71.648,794.1,37.205,815.37
15.014,0.77489,-17.812,71.718,792.78,37.248,815.59
15.034,0.77315,-17.816,71.788,791.46,37.291,815.8
15.053,0.77141,-17.82,71.858,790.12,37.334,816.01
15.073,0.76967,-17.824,71.928,788.78,37.377,816.22
15.092,0.76793,-17.828,71.998,787.44,37.42,816.43
15.112,0.76619,-17.832,72.068,786.08,37.463,816.63
15.131,0.76445,-17.836,72.138,784.72,37.506,816.84
15.151,0.76271,-17.84,72.208,783.36,37.549,817.04
15.17,0.76097,-17.844,72.278,781.99,37.592,817.24
15.19,0.75923,-17.848,72.348,780.61,37.635,817.44
15.209,0.75749,-17.852,72.418,779.23,37.678,817.63
15.229,0.75574,-17.856,72.488,777.84,37.721,817.83
15.248,0.754,-17.86,72.558,776.44,37.764,818.02
15.268,0.75226,-17.864,72.628,775.05,37.807,818.22
15.287,0.75052,-17.868,72.698,773.64,37.851,818.41
15.307,0.74878,-17.871,72.768,772.23,37.894,818.6
15.326,0.74704,-17.875,72.838,770.82,37.937,818.79
15.346,0.7453,-17.879,72.908,769.4,37.981,818.97
15.366,0.74356,-17.883,72.978,767.98,38.024,819.16
15.385,0.74182,-17.886,73.048,766.56,38.067,819.34
15.405,0.74008,-17.89,73.118,765.13,38.111,819.53
15.425,0.73834,-17.894,73.188,763.69,38.154,819.71
15.444,0.7366,-17.897,73.258,762.26,38.198,819.89
15.464,0.73486,-17.901,73.328,760.82,38.241,820.07
15.484,0.73312,-17.905,73.398,759.37,38.285,820.25
15.503,0.73138,-17.908,73.468,757.92,38.328,820.43
15.523,0.72965,-17.912,73.538,756.47,38.372,820.61
15.543,0.72791,-17.916,73.608,755.02,38.416,820.79
15.562,0.72617,-17.919,73.678,753.56,38.459,820.96
15.582,0.72444,-17.923,73.747,752.1,38.503,821.14
15.602,0.7227,-17.926,73.817,750.63,38.547,821.31
15.622,0.72096,-17.93,73.887,749.16,38.591,821.49
15.642,0.71923,-17.934,73.957,747.69,38.635,821.66
15.661,0.71749,-17.937,74.027,746.22,38.678,821.83
15.681,0.71576,-17.941,74.097,744.75,38.722,822.0
15.701,0.71403,-17.944,74.167,743.27,38.766,822.17
15.721,0.71229,-17.948,74.237,741.79,38.81,822.34
15.741,0.71056,-17.951,74.307,740.31,38.854,822.51
15.761,0.70883,-17.955,74.377,738.82,38.898,822.68
15.781,0.7071,-17.958,74.447,737.33,38.942,822.85
15.8,0.70537,-17.962,74.517,735.84,38.987,823.02
15.82,0.70364,-17.965,74.587,734.35,39.031,823.18
15.84,0.70191,-17.969,74.657,732.86,39.075,823.35
15.86,0.70018,-17.972,74.727,731.36,39.119,823.51
15.88,0.69845,-17.976,74.797,729.86,39.164,823.68
15.9,0.69672,-17.979,74.867,728.36,39.208,823.84
15.92,0.695,-17.982,74.937,726.86,39.252,824.01
15.94,0.69327,-17.986,75.007,725.36,39.297,824.17
15.96,0.69155,-17.989,75.077,723.85,39.341,824.33
15.98,0.68982,-17.993,75.147,722.35,39.386,824.5
16.0,0.6881,-17.996,75.217,720.84,39.43,824.66
16.02,0.68637,-18.0,75.287,719.33,39.475,824.82
16.04,0.68465,-18.003,75.357,717.82,39.519,824.98
16.06,0.68293,-18.006,75.427,716.3,39.564,825.14
-3.7439,-12.889,59.605,119.0,4837.9,-37.244,2331.8
-15.219,-12.761,55.68,118.97,4831.5,-61.853,2329.7
-15.293,-12.828,58.995,118.91,4829.5,-61.801,2328.7
-15.283,-12.849,58.571,118.85,4828.4,-61.712,2327.9
-15.469,-12.854,58.608,118.8,4827.1,-62.06,2327.1
-15.555,-12.855,58.593,118.74,4825.8,-62.218,2326.2
